id,LON,LAT,AREA,SA,DHW,SST08,SST10
70117,164.824795,-21.330713,0.14,1,0.052945386618376,0.50746738910675,0.752625942230225
70121,164.977034,-21.362963,3.537,1,0.050133420861546,0.424775264433198,0.673312257376895
70122,165.011587,-21.366737,0.646,1,0.050202719867229,0.426610589027405,0.674659848213196
70139,165.804764,-21.343414,0.319,1,0.040489151794859,0.456688599198637,0.612797209491469
70140,165.834284,-21.345513,1.983,1,0.039878278344272,0.44803405268618,0.599159988580666
70141,165.88232,-21.359786,1.06,1,0.038397327065468,0.432588636875153,0.568496525287628
70187,167.960101,-21.353049,5.654,1,0.050409585747761,0.422489389291323,0.615247078198178
70188,167.97842,-21.348236,2.795,1,0.049758089700946,0.423301487615251,0.619267033234209
70311,158.680737,-21.395694,3.919,0,0.040889542206642,0.369370706749001,0.575471101552867
70312,158.725094,-21.411392,0.692,0,0.040663011372089,0.372422873973846,0.577805042266846
70313,158.799788,-21.412334,0.237,0,0.041286035814361,0.365166323266594,0.568902138397927
70314,158.837161,-21.405085,7.953,0,0.042391292081065,0.356927249566531,0.564591970760527
70315,158.869604,-21.402733,8.839,0,0.042534320648112,0.356295297204729,0.56502342913206
70326,159.367256,-21.38128,2.222,0,0.048891007900238,0.387646019458771,0.542998254299164
70327,159.416874,-21.394855,14.184,0,0.050177512698824,0.412575087331896,0.556315434793028
70328,159.459023,-21.398811,7.866,0,0.050631476201983,0.424772162371397,0.565525650969291
70329,159.515721,-21.397841,0.753,0,0.05111884506544,0.43275532412086,0.572190414201859
70330,159.55449,-21.398737,8.273,0,0.051168320860473,0.4590882689255,0.591196356386634
70451,164.990429,-21.389454,6.409,1,0.050343279184089,0.417103622445187,0.672564383396071
70452,165.016355,-21.398314,6.677,1,0.051151547390318,0.422657120113358,0.681491295109174
70470,165.840422,-21.37421,0.164,1,0.037681851536036,0.422106087207794,0.545912563800812
70471,165.878006,-21.377008,0.571,1,0.039119952294853,0.445122498037418,0.592764831091814
70472,165.914294,-21.402412,0.164,1,0.038166761006507,0.430121819904512,0.563764083949571
70473,165.970575,-21.408098,0.827,1,0.038516573607922,0.441107869148254,0.574675142765045
70474,166.017063,-21.388352,1.561,1,0.042317225588087,0.493404185793267,0.664790642010578
70476,166.110375,-21.393281,4.037,1,0.043670288023933,0.507370569150831,0.687592418452813
70514,167.812588,-21.382888,2.633,1,0.047924204352477,0.403293138719677,0.616532346466247
70515,167.864449,-21.389599,2.816,1,0.047511202397015,0.397466993067896,0.608320297390138
70516,167.898186,-21.39037,3.08,1,0.04687848797552,0.394252673833684,0.601329864196154
70517,167.960703,-21.392852,4.779,1,0.047066051314858,0.397911948009315,0.59236705118687
70518,167.973563,-21.411198,0.268,1,0.042451705783606,0.367839336395264,0.573005259037018
70641,158.706467,-21.42381,6.605,0,0.040300777295741,0.371812315481023,0.575743261580362
70642,158.740031,-21.4332,18.567,0,0.040363483578032,0.371148096084215,0.574268804758404
70643,158.78631,-21.421138,4.704,0,0.041169800459212,0.366397156787396,0.56983542974438
70644,158.834158,-21.419076,6.108,0,0.041891222167064,0.35970795446525,0.564830227360805
70645,158.877643,-21.423801,10.615,0,0.041736226528883,0.360399186611176,0.565287411212921
70646,158.923474,-21.439854,3.489,0,0.043520487788692,0.345520318086909,0.55478234377925
70647,158.960433,-21.447069,3.919,0,0.043324354512226,0.345129965247839,0.550331647631428
70648,159.019169,-21.445161,2.197,0,0.043419821348572,0.341809918851363,0.545130257710849
70649,159.039186,-21.449425,1.615,0,0.04306724651225,0.343889843033422,0.544046203301253
70650,159.091519,-21.451538,2.306,0,0.043680678151337,0.345021044072875,0.537208543435226
70657,159.422122,-21.416969,3.1,0,0.049074570894932,0.402075422924946,0.546520893009923
70658,159.440482,-21.415651,0.302,0,0.049150926389705,0.403150336573555,0.547309882678943
70660,159.557824,-21.436539,12.241,0,0.050411976770443,0.447093917548109,0.579700501286665
70661,159.572896,-21.451083,0.176,0,0.049204265019339,0.422028284377107,0.561427635006565
70781,164.989552,-21.425523,6.497,1,0.051357903271683,0.415744138482926,0.681717518123697
70782,165.025057,-21.426031,6.11,1,0.05010736870483,0.401132664967472,0.668219068596192
70783,165.05317,-21.449624,0.269,1,0.051122428048475,0.407720367601062,0.68432788200947
70803,165.976977,-21.421811,0.604,1,0.038516573607922,0.441107869148254,0.574675142765045
70805,166.045967,-21.451783,0.448,1,0.038648143192497,0.470114040693082,0.604495443483243
70806,166.128292,-21.41398,0.044,1,0.040901500731707,0.493592828512192,0.651470959186554
70808,166.18882,-21.44853,1.24,1,0.041066987482578,0.496903270319297,0.681079577207076
70844,167.831278,-21.438227,1.574,1,0.046557849266639,0.39773396450201,0.615925121953597
70845,167.837657,-21.452123,0.175,1,0.046336437345865,0.395366722223546,0.613359501234403
70847,167.969892,-21.416017,0.244,1,0.042451705783606,0.367839336395264,0.573005259037018
70848,167.988543,-21.436457,6.322,1,0.043405832226691,0.373660115841069,0.567168155718739
70849,168.054865,-21.453662,0.4,1,0.042520711224584,0.374664816565707,0.570623734539557
70850,168.081401,-21.451101,1.239,1,0.043834390213586,0.383829231505337,0.583996581866837
70851,168.120915,-21.441744,0.446,1,0.045548347450684,0.396852954659785,0.599032834696719
70977,158.974975,-21.459907,3.489,0,0.041974719613791,0.364164650440216,0.55680650472641
70978,159.010552,-21.460579,5.829,0,0.042037335039687,0.353220292171334,0.545867209238225
70979,159.056248,-21.464207,5.982,0,0.042813774997359,0.349708438943474,0.540480350675827
70980,159.097056,-21.471555,11.242,0,0.043452966049467,0.348271053342973,0.535689802772674
70981,159.132771,-21.495224,0.702,0,0.043583306156188,0.348447260185683,0.53189412385201
70982,159.188441,-21.493379,3.655,0,0.044166109213234,0.349839270519968,0.52609000045855
70990,159.56371,-21.474251,8.468,0,0.049234272553065,0.434530385308208,0.564635324167877
70991,159.573912,-21.471012,1.512,0,0.048533268272877,0.416162043809891,0.555417895317078
71112,165.047254,-21.478154,2.451,1,0.052059717244651,0.41084636520491,0.696899455587538
71113,165.074779,-21.481788,2.931,1,0.052349153906107,0.415035158395767,0.703042030334473
71115,165.160609,-21.485667,4.75,1,0.048908342407411,0.369991828885707,0.626345963516889
71116,165.196264,-21.492139,2.266,1,0.048533268272877,0.367055177688599,0.620440602302551
71134,166.030802,-21.459719,0.612,1,0.037920344620943,0.44211533665657,0.56302934885025
71135,166.061839,-21.477663,3.923,1,0.038278084248304,0.475685190445199,0.612693306942645
71136,166.127699,-21.475052,0.145,1,0.038278084248304,0.478166311979294,0.6170814037323
71137,166.133491,-21.477358,0.263,1,0.038278084248304,0.478166311979294,0.6170814037323
71138,166.193491,-21.463122,1.238,1,0.040506342343461,0.493270461407121,0.671110570185655
71139,166.247744,-21.466151,3.353,1,0.041824742037681,0.491959633838787,0.701936617242527
71174,167.832849,-21.478089,2.226,1,0.046267587691545,0.394630610942841,0.612561702728271
71175,167.837919,-21.470961,0.377,1,0.046267587691545,0.394630610942841,0.612561702728271
71178,168.008692,-21.457453,1.037,1,0.041088953164003,0.360644359571462,0.547377489270461
71179,168.031556,-21.460039,2.365,1,0.041169939600026,0.361385763853935,0.548076115611162
71181,168.122717,-21.480705,2.33,1,0.042690198868513,0.376331001520157,0.573452889919281
71311,159.151702,-21.505772,5.345,0,0.042655988046347,0.355858240242073,0.532924735553515
71312,159.194113,-21.512128,16.581,0,0.043113222871207,0.355599403168875,0.528613484044878
71313,159.222322,-21.525671,7.361,0,0.042690198868513,0.356671541929245,0.531215667724609
71320,159.562401,-21.516062,9.158,0,0.048263856669776,0.420164245620971,0.546996221950237
71321,159.575578,-21.527033,2.383,0,0.047937039285898,0.400820940732956,0.536922454833984
71443,165.063677,-21.504293,3.045,1,0.054129431716611,0.422060003832426,0.714549038364365
71444,165.13491,-21.507519,1.614,1,0.052701746939128,0.407341798215093,0.69775261351986
71445,165.168954,-21.517717,7.87,1,0.051183534798156,0.381553022324565,0.65303696156283
71446,165.210829,-21.515553,12.225,1,0.050745829561938,0.37842555169781,0.646184689295445
